,fight,date,fighter_2,cumultime_2,cumulStr_Att_fighter_2,cumulStr_Att_oponent_2,cumulTD_Att_fighter_2,cumulTD_Att_oponent_2,KDPM_2,KDPM_ratio_2,SLPM_2,SLPM_ratio_2,SAPM_2,SAPM_ratio_2,Str_Acc_2,Str_Def_2,TD_Acc_2,TD_Def_2,SubPM_2,PassPM_2,RevPM_2,Head_SLPM_2,Body_SLPM_2,Leg_SLPM_2,Dist_SLPM_2,Clinch_SLPM_2,Ground_SLPM_2,wins_2,losses_2,implied_prob_2,prev_2,height_2,weight_2,reach_2,age_2,stance_Orthodox_2,stance_Southpaw_2,stance_Switch_2,winner
312,Ben Askren vs Demian Maia,2019-10-26,Demian-Maia,170.2,1514.0,2057.0,251.0,32.0,0.0008393486654356218,0.0,0.5856525679354687,0.3111634388764805,0.6694619746764707,0.26110334771697197,0.009988699538810715,0.008332678374421934,0.043880560888997736,0.13504464285714285,0.03723545735085791,0.1127682918218843,0.0071653888315673766,0.4771389165415541,0.07426862418781292,0.03424502720610178,0.2478824660971945,0.058561316981402725,0.2792087848568716,21,9,0.4115226337448559,30,73.0,170.0,72.0,41.0,0,1,0,1
1314,Joe Soto vs Michinori Tanaka,2016-01-02,Michinori-Tanaka,14.0,98.0,86.0,13.0,1.0,0.0,0.0,0.4387755102040816,0.8248299319727891,0.2346938775510204,0.07498453927025357,0.009471666380331485,0.01839323467230444,0.08333333333333333,0.0,0.010204081632653059,0.08163265306122447,0.0510204081632653,0.3979591836734694,0.030612244897959183,0.010204081632653059,0.1326530612244898,0.030612244897959183,0.2755102040816326,1,1,0.5464480874316939,2,65.0,135.0,67.0,25.0,1,0,0,1
815,Marion Reneau vs Sara McMann,2018-02-24,Marion-Reneau,34.85,715.0,657.0,2.0,17.0,0.0,0.0,1.2726624455001558,0.3102952410910888,0.885380037602986,0.1608975378108997,0.003198060914631977,0.006276307549814978,1.0,0.15126050420168066,0.0456766259819353,0.013999279037129587,0.004158609361029672,0.8681101839663925,0.2439746489278713,0.16057761260589193,0.8565160751806421,0.2636777518651288,0.1524686184543849,4,2,0.3636363636363637,6,66.0,135.0,68.0,40.0,1,0,0,1
976,Warlley Alves vs Colby Covington,2015-12-12,Warlley-Alves,14.6,183.0,211.0,7.0,3.0,0.028341993386868214,0.0,1.2230203729504294,0.2719134732096411,1.2243699916831374,0.21245915721977635,0.007529749369656903,0.007642831102546744,0.3333333333333333,0.6666666666666666,0.051340841871335335,0.13445305398973986,0.0,0.8504203671787479,0.22493283910960749,0.1476671666620739,0.6602901159522113,0.16380726142613908,0.3989229955720789,3,0,0.4807692307692307,3,71.0,170.0,72.0,24.0,1,0,0,1
671,Alan Jouban vs Mike Perry,2016-12-17,Alan-Jouban,32.86666666666667,571.0,565.0,1.0,14.0,0.037850199736378085,0.030425963488843813,1.8800572416716943,0.3544956910488846,1.2762764587060649,0.16003732421523276,0.006772444764057885,0.007262278935042444,1.0,0.23214285714285715,0.0,0.008693132425383946,0.0,1.1881334230862468,0.4462668290775566,0.2456569895078909,1.265512743587634,0.4287310878897742,0.18581341019428613,5,2,0.4608294930875576,7,72.0,170.0,73.0,35.0,0,1,0,1
1039,Nathaniel Wood vs Jose Quinonez,2019-03-16,Nathaniel-Wood,9.5,211.0,146.0,3.0,1.0,0.01697792869269949,0.0,2.0882852292020373,0.5219535324798482,1.434892215876936,0.14390671163751406,0.004148312345332968,0.009047429896508785,0.2222222222222222,1.0,0.048875855327468236,0.09980964140556672,0.0,1.1812522508617591,0.3673406389874981,0.5396923393527807,1.528013582342954,0.06791171477079798,0.4923599320882853,2,0,0.7518796992481203,2,66.0,135.0,69.0,25.0,1,0,0,1
816,Miesha Tate vs Sara McMann,2015-01-31,Miesha-Tate,21.88333333333333,265.0,186.0,21.0,35.0,0.0,0.0,1.1187573247416636,0.28307583505603306,1.1633937391784557,0.1894584107240156,0.007454495053508853,0.00893499319959815,0.05498866213151927,0.03936627282491944,0.04093909111529518,0.06605577674548979,0.01540344181349855,0.8492393623372919,0.21076483434431284,0.05875312806005875,0.5904938634772273,0.3554104879453564,0.17285297331907973,2,2,0.3703703703703704,4,66.0,135.0,65.0,28.0,1,0,0,1
1102,Rani Yahya vs Ricky Simon,2019-02-09,Ricky-Simon,14.0,156.0,304.0,27.0,24.0,0.0,0.0,0.6020408163265306,0.0823296531727445,1.0510204081632653,0.2481512605042017,0.005139712824270435,0.00415366874633392,0.023544973544973542,0.030303030303030307,0.010204081632653059,0.061224489795918366,0.010204081632653059,0.32653061224489793,0.16326530612244894,0.11224489795918367,0.4693877551020408,0.12244897959183675,0.010204081632653059,2,0,0.5,2,66.0,135.0,69.0,26.0,1,0,0,1
1173,Ryan LaFlare vs Alex Garcia,2018-04-21,Ryan-LaFlare,53.83333333333334,948.0,616.0,40.0,32.0,0.005307386112339672,0.018575851393188854,0.9813287544119816,0.2710647878726745,0.6150323906652445,0.1162643123885266,0.0033086954409027123,0.007804191344954219,0.06607142857142857,0.15550595238095238,0.005307386112339672,0.07149361292504618,0.010614772224679344,0.5205574489857863,0.3590464049396848,0.1017249004865104,0.6013476598069567,0.18310482087571867,0.1968762737293059,6,2,0.591715976331361,8,73.0,170.0,74.0,34.0,0,1,0,1
267,Jake Matthews vs Kevin Lee,2016-07-08,Kevin-Lee,41.36666666666667,796.0,571.0,40.0,20.0,0.0,0.0,1.1391698707557356,0.2148829643937276,1.0690488094789354,0.19663373641578927,0.0031852872441490644,0.006582380124631302,0.06131944444444444,0.15119047619047618,0.028961771508105107,0.04622895235304583,0.0034534361689881428,0.7726705282700681,0.3457787254717385,0.02072061701392886,0.7096095036450057,0.1878198352815597,0.24174053182917002,5,2,0.4424778761061947,7,69.0,170.0,77.0,23.0,1,0,0,1
1302,Chas Skelly vs Jason Knight,2017-05-13,Jason-Knight,26.35,547.0,296.0,19.0,18.0,0.0,0.0,1.1036093665684543,0.1995114168375592,0.8204234361818289,0.12170973797485905,0.0030158668241993558,0.006478515720802472,0.06882591093117409,0.04722222222222222,0.05548194556689121,0.01960868761131224,0.0,0.7957985726699482,0.110102527595301,0.19770826630320504,0.8716999009431929,0.02710761724044456,0.2048018483848167,3,1,0.4878048780487805,4,70.0,145.0,71.0,24.0,1,0,0,1
1272,Josh Samman vs Caio Magalhaes,2015-07-12,Josh-Samman,7.416666666666666,86.0,37.0,2.0,3.0,0.07368593417389882,0.0,1.8371807632795671,0.5321027287319423,0.8358799903591938,0.1504937010554988,0.012081145286321579,0.02244062244062244,0.25,0.3333333333333333,0.0,0.0,0.0,0.6969530268268317,0.9602353534257059,0.17999238302702927,0.3346500516077517,1.2972036141984793,0.20532709747333602,2,0,0.4761904761904762,2,75.0,185.0,79.0,27.0,1,0,0,1
171,Alexander Yakovlev vs Kamaru Usman,2016-07-23,Kamaru-Usman,9.316666666666666,106.0,68.0,21.0,0.0,0.0,0.0,1.4309799285539624,0.734828677583597,0.5376654464825789,0.07960644007155636,0.011103047895500723,0.018693123182287268,0.0576923076923077,,0.04633145004568797,0.27765776134523,0.0,0.8926526042135882,0.4156592946956005,0.12266802964477384,0.3539943409443159,0.3693278446499126,0.707657742959734,2,0,0.6944444444444444,2,72.0,170.0,76.0,29.0,0,0,1,1
1269,Gleison Tibau vs Piotr Hallmann,2014-09-13,Gleison-Tibau,126.63333333333333,1481.0,1634.0,133.0,65.0,0.003640706084858283,0.0,0.6539693414362455,0.2348082743726909,0.7690462346064337,0.2042918063340456,0.00535924101710825,0.008939889294356886,0.0904022877707088,0.2141025641025641,0.026144498906357474,0.08303997653702097,0.004230436581055165,0.5280898181679946,0.08955016164921675,0.03632936161903408,0.401865532305424,0.1011674978176178,0.15093631131320367,14,8,0.6993006993006994,22,70.0,155.0,71.0,30.0,0,1,0,1
777,Germaine de Randamie vs Aspen Ladd,2019-07-13,Germaine-de-Randamie,33.73333333333333,458.0,469.0,1.0,34.0,0.007870159851691209,0.0,1.085726796707552,0.3341236332837124,0.7047549014635441,0.4951518964543703,0.005825779939863462,0.008409041300972623,0.0,0.13071895424836602,0.0,0.007870159851691209,0.0,0.5272590690058947,0.3564516155897456,0.20201611211191167,0.6712944930870992,0.4144323036204529,0.0,5,1,0.4545454545454545,6,69.0,135.0,71.0,35.0,1,0,0,1
958,Nick Hein vs Frank Camacho,2019-06-01,Frank-Camacho,23.38333333333333,699.0,851.0,11.0,20.0,0.0,0.0,2.250849649281581,0.12863319825883485,3.1541801035742587,0.3031630857879194,0.002461587479240018,0.002376997097381655,0.2,0.12142857142857146,0.0,0.03054678749618165,0.012218714998472659,1.7365528270731407,0.4604661197676165,0.05383070244082362,2.0072443593469966,0.23138657493611164,0.012218714998472659,1,3,0.5555555555555556,4,70.0,170.0,73.0,30.0,1,0,0,1
58,Sergio Moraes vs Warlley Alves,2019-05-11,Warlley-Alves,46.5,605.0,802.0,18.0,15.0,0.008898776418242493,0.0,1.127901440392608,0.21413634283479188,1.5177655004457669,0.2559759060075477,0.006973210315724046,0.005189121364955365,0.20105820105820105,0.3777777777777778,0.037268064422374896,0.042215367489251664,0.0,0.6558041277325656,0.2948916795779387,0.1772056330821036,0.756565014511833,0.2430109876397105,0.1283254382410644,6,3,0.5649717514124294,9,71.0,170.0,72.0,28.0,1,0,0,1
182,Donald Cerrone vs Leon Edwards,2018-06-23,Leon-Edwards,54.13333333333333,538.0,516.0,37.0,49.0,0.14383106958526973,0.0,1.1002616644761611,0.3116068135718237,0.6272590137620044,0.15544857618871993,0.0090540205338468,0.011000421980748257,0.05990990990990992,0.08849144053225685,0.014238253440911246,0.07489876731870677,0.00792325818484747,0.9034722396632441,0.14984001152715376,0.04694941328576338,0.5886868487291911,0.08126253776195498,0.43031227798501503,7,2,0.6711409395973155,9,74.0,170.0,74.0,26.0,0,1,0,1
160,Greg Hardy vs Alexander Volkov,2019-11-09,Alexander-Volkov,30.95,780.0,480.0,8.0,27.0,0.012847997413495259,0.0,2.472146070428336,0.3959372748723861,1.1066176023486276,0.09188589307958804,0.0038212518801323593,0.0056340388457357385,0.375,0.12654320987654322,0.0,0.02009421587493326,0.0,1.6381544934024137,0.47438436623395897,0.3596072107919633,1.937701273935728,0.2764295094826434,0.25801528700996457,4,1,0.7352941176470588,5,79.0,250.0,80.0,31.0,1,0,0,1
331,Demian Maia vs Ryan LaFlare,2015-03-21,Demian-Maia,100.31666666666666,971.0,1090.0,142.0,31.0,0.0014240618992238862,0.0,0.6485510255667077,0.23018426679645146,0.7362317388349701,0.2685997865640289,0.009623988833005224,0.008562441788661387,0.04887472717837258,0.13940092165898615,0.040986822983257606,0.11083578269855587,0.007884808943957527,0.479792019809322,0.11651243280662707,0.052246572950758616,0.265130181822737,0.07894517796260869,0.30447566578136204,13,6,0.4504504504504504,19,73.0,170.0,72.0,37.0,0,1,0,1
1188,Rustam Khabilov vs Leandro Silva,2016-09-03,Rustam-Khabilov,37.05,451.0,353.0,50.0,12.0,0.00385579332947754,0.0,0.814594826021419,0.20851793322682385,0.5618233336377382,0.15241824452350772,0.006014665519477339,0.014206266255687331,0.06933333333333333,0.17361111111111108,0.00385579332947754,0.03898635477582847,0.00385579332947754,0.6435570623590015,0.10531804939699677,0.06571971426542066,0.38717745781457696,0.10930103035366197,0.31811633785318,5,2,0.8,7,68.0,155.0,73.0,29.0,1,0,0,1
10,Charles Oliveira vs Nik Lentz,2015-05-30,Charles-Oliveira,42.38333333333333,511.0,546.0,39.0,16.0,0.0,0.0,1.3232688347959574,0.4220972550701217,1.1831589075522562,0.2516756714828733,0.010964112712676626,0.012583289588063096,0.0893060643060643,0.178125,0.1403855830056884,0.03399215435215109,0.0,0.6490882351805012,0.34019939892521395,0.33398120069024223,0.8147992721752022,0.24499388062515096,0.2634756819956042,7,4,0.7751937984496123,11,70.0,155.0,74.0,25.0,1,0,0,1
250,Gregor Gillespie vs Kevin Lee,2019-11-02,Kevin-Lee,87.91666666666669,1688.0,1234.0,96.0,38.0,0.0,0.0,1.2863114066074472,0.2968046611186521,1.0704539039178014,0.17441965343716026,0.00398124388607934,0.006389569326168627,0.07057291666666668,0.19611528822055133,0.022922746335839825,0.08966751919947302,0.0016249153689911985,0.9859282552864588,0.2704364381912208,0.029946713129767856,0.6780654274924028,0.12948063048447858,0.4787653486305661,10,5,0.4,15,69.0,170.0,77.0,27.0,1,0,0,1
306,Sergio Moraes vs Ben Saunders,2018-09-22,Sergio-Moraes,50.48333333333333,692.0,1029.0,23.0,3.0,0.0046066320145569575,0.019808517662594914,1.0375521048159633,0.16756133294142336,1.2576589480528824,0.212447671109506,0.006056328397639785,0.005745860144818778,0.10276679841897234,0.6666666666666666,0.009991995036889764,0.03746123141635032,0.0,0.8047954859249067,0.16927886643169535,0.06347775245936096,0.9284609848777776,0.02541926808401152,0.08367185185417406,7,2,0.7194244604316548,9,72.0,170.0,72.0,36.0,1,0,0,1
391,Andre Fili vs Godofredo Pepey,2015-03-21,Godofredo-Pepey,26.366666666666664,220.0,193.0,9.0,13.0,0.014311952865968562,0.0,0.6175314590998988,0.1905744867000166,1.0390319062025617,0.5722713864306785,0.010837772687459763,0.012358498696104371,0.05555555555555555,0.20512820512820515,0.022337059309692892,0.03230412218318618,0.0246115425253812,0.41900422720196345,0.07391101372925192,0.12461621816868346,0.3722628985338839,0.10033400570112837,0.14493455486488654,3,3,0.27027027027027023,6,67.0,145.0,73.0,27.0,1,0,0,1
1144,Mauricio Rua vs Rogerio Nogueira,2015-08-01,Mauricio-Rua,69.96666666666665,956.0,981.0,43.0,40.0,0.042847769273976204,0.028585040495474036,1.3524956288611407,0.4170175687277865,1.3311614635287663,0.3058495807367905,0.007482155321574641,0.007687552920237101,0.06561461794019934,0.0826388888888889,0.007960913153862178,0.038980776934068505,0.0,0.8269761257771655,0.17795455268543492,0.3475649503985403,0.8300281837460856,0.2328320100849955,0.2896354350300596,6,8,0.6535947712418301,14,73.0,205.0,76.0,33.0,1,0,0,1
1361,Daniel Kelly vs Antonio Carlos Junior,2016-03-19,Daniel-Kelly,19.266666666666666,367.0,546.0,15.0,6.0,0.0,0.0,1.3381267907030625,0.17518019065333645,1.7183727423553694,0.3613439975797456,0.004393861367675951,0.004235448909230625,0.05897435897435897,0.2916666666666667,0.011663621165584542,0.0826450871161419,0.0,1.1378576546282757,0.05615200475431415,0.14411713132047269,1.0234589539715424,0.13246541180913873,0.1822024249223814,3,1,0.2,4,72.0,185.0,70.0,38.0,0,1,0,1
1043,Jack Marshman vs Ryan Janes,2017-07-16,Jack-Marshman,8.016666666666666,137.0,154.0,0.0,5.0,0.09069591159143402,0.12474012474012475,1.3460762714494061,0.1732501732501733,1.9676491318282363,0.6682506682506681,0.004320972585015746,0.007701190714935836,,0.1,0.0,0.0,0.0,1.1055060308791655,0.18711018711018715,0.05346005346005347,1.041540146017758,0.03723585813138052,0.2673002673002674,1,1,0.8264462809917356,2,72.0,185.0,73.0,27.0,1,0,0,1
546,Glover Teixeira vs James Te Huna,2013-05-25,Glover-Teixeira,14.883333333333333,354.0,224.0,8.0,5.0,0.02079667253239481,0.0,2.2548604612642507,0.8740941072069979,0.7990792269697025,0.07481391212700086,0.004330887770772317,0.009577923482275708,0.25,0.4,0.04687391610262712,0.13965907047792708,0.0,2.112001902704417,0.1332600943141133,0.009598464245720684,1.0659250272168843,0.08638617821148617,1.1025492558358805,3,0,0.7518796992481203,3,74.0,205.0,76.0,33.0,1,0,0,1
980,John Makdessi vs Donald Cerrone,2015-05-23,Donald-Cerrone,87.28333333333335,1505.0,1561.0,32.0,43.0,0.03125904841340975,0.011456940996753866,1.4790517290419414,0.2549643567066673,1.4992211119752497,0.2485687155599023,0.005396842496768666,0.006181665202502891,0.16555059523809526,0.21428571428571427,0.01993026430147693,0.044561772596933454,0.004015309523825255,0.673645227637466,0.363854576085464,0.4415519253190113,1.2024709061644077,0.11042444667572432,0.16615637620180942,14,3,0.8474576271186441,17,73.0,155.0,73.0,32.0,1,0,0,1
22,Dustin Poirier vs Jim Miller,2017-02-11,Dustin-Poirier,68.5,1294.0,1062.0,44.0,24.0,0.04473722387155494,0.0,2.249996349157388,0.4266963795008359,1.5463164497793287,0.18354235891805665,0.006267149702520495,0.009069761836414102,0.07990620490620491,0.2199074074074074,0.04044418806447378,0.035995248458019734,0.009177913903230844,1.6967215481201592,0.20218063544786266,0.3510941655893662,1.472136384045887,0.5328675666438346,0.24499239846766602,12,4,0.7936507936507936,16,69.0,155.0,72.0,28.0,0,1,0,1
985,Terrion Ware vs Tom Duquesnoy,2018-03-17,Tom-Duquesnoy,8.466666666666667,147.0,241.0,1.0,9.0,0.16105941302791696,0.0,3.4558748338275898,0.1739731857842094,4.093209939666632,0.3576115485564304,0.00728862973760933,0.0045655333696031685,1.0,0.07777777777777778,0.0,0.016872890888638914,0.0,1.659678903773392,1.2623990183045302,0.5337969117496677,1.972594334799059,1.402750792514572,0.08052970651395848,1,1,0.7692307692307692,2,67.0,135.0,68.0,24.0,1,0,0,1
647,Ali Bagautinov vs John Lineker,2014-02-01,Ali-Bagautinov,12.466666666666667,218.0,205.0,9.0,4.0,0.029346550149993482,0.0,1.0503270044159572,0.1847519310754605,0.9462166241219324,0.14653519135483276,0.00387839539485519,0.0054718753489716426,0.09444444444444444,0.125,0.014673275074996741,0.029346550149993482,0.0,0.8151353667852951,0.1535802791182992,0.08161135851236283,0.6115262069351022,0.14854944194972888,0.290251355531126,2,0,0.591715976331361,2,64.0,125.0,65.0,28.0,1,0,0,1
484,Luke Jumeau vs Dhiego Lima,2019-10-05,Dhiego-Lima,29.21666666666667,399.0,478.0,12.0,24.0,0.041109445734475336,0.0,1.293999878288289,0.2254003468195289,2.3868828847465218,0.6638193523532941,0.009385348211919876,0.007965358572409362,0.0625,0.07799145299145299,0.01955830820634015,0.04400619346426534,0.0,1.062956313299903,0.1626814768697159,0.06836208811867041,0.9007307559639052,0.07919687209830073,0.31407225022608365,3,5,0.5747126436781609,8,74.0,170.0,75.0,30.0,1,0,0,1
1315,Michael Bisping vs Kelvin Gastelum,2017-11-25,Kelvin-Gastelum,67.7,1237.0,1052.0,18.0,53.0,0.01503132179615282,0.0,1.2885089774177074,0.2483184521589248,0.9072888318567008,0.12803770822711275,0.004095164249591343,0.0064502480443353,0.17592592592592593,0.10298051005598174,0.009169115419494812,0.035897679814233516,0.012070043166987893,0.8860762900684783,0.2443292727025492,0.15810341464667996,1.0275726450047975,0.15230987527735354,0.10862645713555633,8,3,0.7246376811594204,11,69.0,185.0,71.0,26.0,0,1,0,1
229,Stipe Miocic vs Francis Ngannou,2018-01-20,Stipe-Miocic,57.64999999999999,1246.0,1043.0,48.0,11.0,0.08677471484821304,0.0,2.442426544895657,0.4869174357017493,1.4951732874949637,0.14815559974225698,0.005504532688005557,0.007097050250587331,0.10073578042328042,0.30303030303030304,0.0,0.04652181486321799,0.0,1.9814903950256173,0.16966043278586326,0.29127571708417543,1.5706184332544786,0.21882788660405394,0.6529802250371236,11,2,0.37735849056603776,13,76.0,240.0,80.0,35.0,1,0,0,1
666,Holly Holm vs Miesha Tate,2016-03-05,Miesha-Tate,35.88333333333333,447.0,434.0,25.0,37.0,0.003981155862252007,0.0,1.0047441159644768,0.22034819501418776,1.067795889907052,0.1836440222653526,0.006340457178028529,0.006789149354164378,0.05619047619047618,0.05075187969924812,0.040891194110588405,0.06815199018431403,0.013374894413633149,0.7249259491236182,0.21213851718257445,0.06767964965828413,0.563149698043872,0.22868938986834125,0.2129050280522634,4,2,0.2857142857142857,6,66.0,135.0,65.0,29.0,1,0,0,1
